transaction_amount,transaction_datetime,is_scam_prob,scam_possibility,recipient_name,sender_name,message
185.93,2023-01-05 16:23:36,0.1773104854277091,Low,Kevin Garcia,Sean Nguyen,Thank you for your recent transaction. Your account balance is updated.
112.59,2023-01-07 16:13:26,0.465145521624712,Low,Erica Dillon,Jessica Barker,Thank you for your recent transaction. Your account balance is updated.
413.28,2023-01-05 12:13:06,0.4387624228669137,Low,Brian Parker,Shannon Tate,Thank you for your recent transaction. Your account balance is updated.
1622.42,2023-01-01 09:40:42,0.8966481634550445,Lowest,Cassandra Rios,Michael Zamora,Mr well series responsibility sell spring rate. Urgent action required!
555.5,2023-01-02 13:00:04,0.7533500237925342,Moderate,John Adams,Mary Miller,Leave which suddenly Democrat particular fly behavior. Urgent action required!
629.49,2023-01-01 10:51:39,0.1831975952195387,Low,Christopher Shannon,Michael Harding,Thank you for your recent transaction. Your account balance is updated.
668.44,2023-01-01 12:33:52,0.5428099991638815,Moderate,Mitchell Irwin,Kara Davis,Open morning should Mr. Urgent action required!
988.96,2023-01-05 16:22:22,0.06981700497279597,Low,Jessica Johnston,Lee Mitchell,Thank you for your recent transaction. Your account balance is updated.
2427.65,2023-01-05 09:31:32,0.792927612751995,Moderate,Kenneth Arroyo,Danielle Hancock,Agree art leader fire already. Urgent action required!
543.24,2023-01-06 16:47:42,0.7183704814413359,Moderate,Caitlyn Decker,Julie Kelley,Use quite tax Mr from base. Urgent action required!
1545.59,2023-01-01 16:47:59,0.9798786259774314,Highest,Sarah Mayo,Barbara Gross,Land organization whatever life. Urgent action required!
689.12,2023-01-04 12:39:44,0.2794551553201312,Low,Allen Howe,Francisco Garcia,Thank you for your recent transaction. Your account balance is updated.
4848.38,2023-01-05 15:24:54,0.900811120945297,Highest,Roger Miller,Kaylee Jones,Theory than receive kitchen from main. Urgent action required!
502.28,2023-01-01 13:41:47,0.9263704487055298,Highest,Matthew Benjamin,Melanie Gonzalez,Former bed watch trouble. Urgent action required!
478.99,2023-01-01 10:58:12,0.2825672770571759,Low,Albert Jenkins,Colton Gordon,Thank you for your recent transaction. Your account balance is updated.
289.38,2023-01-01 12:09:37,0.3262611954670662,Low,Margaret Martin,Derek Robinson,Thank you for your recent transaction. Your account balance is updated.
97.26,2023-01-05 08:01:45,0.48196715962009196,Low,Tyler Gonzalez,Susan Smith,Thank you for your recent transaction. Your account balance is updated.
316.84,2023-01-04 13:36:01,0.23032275456633144,Low,Mark Ramirez,James White,Thank you for your recent transaction. Your account balance is updated.
413.62,2023-01-01 13:36:52,0.4782494884781143,Low,Kenneth Smith,Lauren Simpson,Thank you for your recent transaction. Your account balance is updated.
552.94,2023-01-07 19:07:03,0.2021968850927296,Low,John Mcclure,Kimberly Mendoza,Thank you for your recent transaction. Your account balance is updated.
466.54,2023-01-04 16:40:11,0.45645129419723174,Low,Carol Phillips,Katie Barnes,Thank you for your recent transaction. Your account balance is updated.
15.88,2023-01-03 11:00:58,0.2242979741162049,Low,John Anderson,Anthony Leon,Thank you for your recent transaction. Your account balance is updated.
2849.1,2023-01-01 13:23:52,0.9361952296252191,Highest,Luke Sloan,Daniel Gonzalez,Trade learn beautiful mission book issue. Urgent action required!
3484.94,2023-01-02 08:34:30,0.6660887389587625,Moderate,April Mcneil,Mark Hendrix,Oil industry put. Urgent action required!
942.61,2023-01-01 15:45:47,0.18582037551908526,Low,Paula Lawson,Christine Cortez,Thank you for your recent transaction. Your account balance is updated.
892.67,2023-01-04 10:37:19,0.26756719979275023,Low,Jeremy Sanford,Rebecca Mccoy,Thank you for your recent transaction. Your account balance is updated.
1091.9,2023-01-02 11:57:33,0.8744140002627032,Lowest,Anthony Burnett,Donna Ochoa,Get its us or give growth north figure. Urgent action required!
433.32,2023-01-03 08:36:54,0.4799175269832978,Low,Jack Patton,Patrick Rodriguez,Thank you for your recent transaction. Your account balance is updated.
600.3,2023-01-04 11:52:01,0.006155078774774947,Low,Victoria Maxwell,Michelle Mack,Thank you for your recent transaction. Your account balance is updated.
529.08,2023-01-01 17:00:32,0.19940698109611743,Low,Juan Hernandez,Lynn Aguilar,Thank you for your recent transaction. Your account balance is updated.
2580.23,2023-01-05 13:06:39,0.8840129316995248,Lowest,Roberto Williams,Holly Anderson,Author team require. Urgent action required!
3116.75,2023-01-01 16:58:02,0.8607699047280787,Lowest,Teresa Romero,Alyssa Chung,Describe condition air win couple. Urgent action required!
316.38,2023-01-06 13:24:54,0.060781257447765524,Low,Julie Jackson,Janet Stewart,Thank you for your recent transaction. Your account balance is updated.
587.39,2023-01-04 08:13:23,0.35334867086613975,Low,Sheena Allen,Nancy Chen,Thank you for your recent transaction. Your account balance is updated.
445.78,2023-01-04 14:05:18,0.12330112204652943,Low,Christina Perez,Taylor Martin,Thank you for your recent transaction. Your account balance is updated.
864.1,2023-01-04 08:29:06,0.493831590320268,Low,Sara Caldwell,Aaron Jones,Thank you for your recent transaction. Your account balance is updated.
3780.55,2023-01-04 15:17:51,0.8320659754820899,Lowest,Lori Jenkins,Shirley Chapman,Station campaign discover. Urgent action required!
885.17,2023-01-04 15:47:36,0.9459445605920518,Highest,Debra Jones,Blake Harrington,Similar deal read appear need herself. Urgent action required!
547.85,2023-01-03 09:35:56,0.9960618771721227,Highest,Matthew Smith,Michael Rodriguez,Look everything position senior set fear. Urgent action required!
822.59,2023-01-02 13:09:48,0.009962189735323479,Low,Thomas Coleman,Tammy Ward,Thank you for your recent transaction. Your account balance is updated.
691.76,2023-01-03 17:06:12,0.44558696730652114,Low,David Shaw,Jodi Day,Thank you for your recent transaction. Your account balance is updated.
3860.67,2023-01-04 10:22:22,0.6264264931507213,Moderate,Cheryl Quinn,Kelly Simpson,Likely under small address race general shake. Urgent action required!
379.96,2023-01-03 11:07:37,0.17637497460007334,Low,Abigail Aguirre,Valerie Hernandez,Thank you for your recent transaction. Your account balance is updated.
434.44,2023-01-03 17:57:54,0.34301176628375696,Low,Andrew Bates,Frederick Richards,Thank you for your recent transaction. Your account balance is updated.
637.35,2023-01-06 14:25:56,0.7629089177629031,Moderate,Dylan Andersen,Austin Phillips,Account work face hospital play. Urgent action required!
708.67,2023-01-07 08:03:35,0.3459312709001858,Low,Allison Dominguez,Sarah Mcguire,Thank you for your recent transaction. Your account balance is updated.
294.22,2023-01-06 16:38:01,0.9731825185060397,Highest,Jasmin Klein,Kaitlyn Hernandez,Source sense anyone language. Urgent action required!
143.73,2023-01-04 09:28:47,0.7080181394308231,Moderate,Logan Williams,Jason Green,Pass nature serious cold economic as the. Urgent action required!
1576.0,2023-01-07 10:10:42,0.710493316472639,Moderate,Jennifer Bradford,Michael Evans,Hotel great today his owner test rest. Urgent action required!
51.98,2023-01-04 15:42:42,0.9983815150970126,Highest,Bonnie Vaughan,Jeremy Thompson,International risk our woman economic yes. Urgent action required!
784.52,2023-01-04 17:13:37,0.025507597953713157,Low,Trevor Owens,Rodney Thomas,Thank you for your recent transaction. Your account balance is updated.
272.73,2023-01-03 11:48:13,0.10319496134465378,Low,Matthew Powell,Eric Harmon,Thank you for your recent transaction. Your account balance is updated.
1511.88,2023-01-04 17:31:23,0.8028013439679169,Lowest,Savannah Smith,Jacqueline Huffman,Hope institution even couple. Urgent action required!
3865.45,2023-01-04 11:21:08,0.5360713238710018,Moderate,Alejandra Walsh,Debra Mayer,Our anyone though job be. Urgent action required!
963.84,2023-01-01 16:47:01,0.10113200467994532,Low,Aimee Hall,Blake Stewart,Thank you for your recent transaction. Your account balance is updated.
2097.65,2023-01-03 12:47:54,0.6806363924467327,Moderate,James Dixon,Laura Richards,Value opportunity decade it great exactly cover. Urgent action required!
217.45,2023-01-03 16:21:42,0.4347421137695533,Low,Dennis Morris,Betty Bender,Thank you for your recent transaction. Your account balance is updated.
2134.52,2023-01-01 11:14:46,0.9060848220887016,Highest,Preston Hudson,Kristen Howard,Any of defense plan cup skill. Urgent action required!
2911.52,2023-01-03 13:39:42,0.6146164001428314,Moderate,Mariah Johnson,Douglas Davis,Expert must realize unit attention oil available born. Urgent action required!
540.14,2023-01-01 16:37:04,0.23594677689275678,Low,Annette Fernandez,Ana Nguyen,Thank you for your recent transaction. Your account balance is updated.
405.93,2023-01-04 11:20:47,0.48752742122071036,Low,Richard Smith,Eric Wyatt,Thank you for your recent transaction. Your account balance is updated.
4238.29,2023-01-01 14:28:25,0.5661475913407643,Moderate,Christina Long,Jimmy Fox,Month individual source item top tend. Urgent action required!
2583.76,2023-01-07 08:08:02,0.9321769949174092,Highest,Charlene Thompson,Marcus Morrison,Together concern learn skill. Urgent action required!
3426.54,2023-01-01 15:53:56,0.5546018437787377,Moderate,Kristen Salinas,Ana Brown,Fact that popular TV candidate national occur. Urgent action required!
284.74,2023-01-04 16:21:40,0.190465164459513,Low,Hector Fleming,Jamie Holmes,Thank you for your recent transaction. Your account balance is updated.
797.9,2023-01-04 08:17:35,0.08612855885707582,Low,Brittany Taylor,April Cox,Thank you for your recent transaction. Your account balance is updated.
307.5,2023-01-06 15:50:08,0.42442626152646235,Low,Mark Hodges,Kaitlyn Osborne,Thank you for your recent transaction. Your account balance is updated.
863.64,2023-01-01 11:31:47,0.2967773910883501,Low,Kristen Alexander,Veronica Krueger,Thank you for your recent transaction. Your account balance is updated.
638.97,2023-01-02 14:15:27,0.052266635664229066,Low,James Martinez,Danny Vargas,Thank you for your recent transaction. Your account balance is updated.
4012.44,2023-01-07 17:46:01,0.9192415409246131,Highest,Colin Harris,Samantha Barry,Know while law forget three. Urgent action required!
355.04,2023-01-04 16:51:14,0.4583908561988499,Low,Ivan Charles,Jerry Castro,Thank you for your recent transaction. Your account balance is updated.
862.74,2023-01-02 10:01:49,0.46872560461417967,Low,John Mendoza,Brianna Taylor,Thank you for your recent transaction. Your account balance is updated.
84.18,2023-01-04 13:07:38,0.17383447497804716,Low,Tamara Walters,Edwin Johnson,Thank you for your recent transaction. Your account balance is updated.
583.5,2023-01-04 14:39:00,0.900302702633374,Highest,Michelle Garner,Linda Marshall,Education degree I and idea product. Urgent action required!
698.21,2023-01-02 14:53:26,0.34133052173496625,Low,Nicholas Ramirez,Cynthia Banks,Thank you for your recent transaction. Your account balance is updated.
955.37,2023-01-01 10:27:22,0.40240626657322676,Low,Cory Rice,Alicia Miller,Thank you for your recent transaction. Your account balance is updated.
437.8,2023-01-01 11:46:08,0.006377825267616433,Low,Stephen Costa,Tiffany Ramsey,Thank you for your recent transaction. Your account balance is updated.
36.4,2023-01-04 10:10:39,0.33814298714881774,Low,Stanley Powell,Jose Obrien,Thank you for your recent transaction. Your account balance is updated.
458.55,2023-01-02 13:30:48,0.4905816216008606,Low,Brenda Duncan,Charles Thornton,Thank you for your recent transaction. Your account balance is updated.
217.48,2023-01-02 16:28:33,0.09506874922485609,Low,Shannon Lawrence,Timothy Erickson,Thank you for your recent transaction. Your account balance is updated.
331.37,2023-01-01 12:06:02,0.8162071708213907,Lowest,Kristy Ramos,Tony Jacobs,Whatever how business ball sign. Urgent action required!
661.81,2023-01-07 10:55:22,0.08531782424583145,Low,Isaiah Terry,Jody Clark,Thank you for your recent transaction. Your account balance is updated.
134.69,2023-01-03 17:10:03,0.3329118437718095,Low,Nicole Travis,Adam Hicks,Thank you for your recent transaction. Your account balance is updated.
673.61,2023-01-07 11:51:15,0.16701341709892026,Low,Shannon Hopkins,Stacey Cunningham,Thank you for your recent transaction. Your account balance is updated.
1831.82,2023-01-07 11:20:39,0.9215645757373447,Highest,Jeremy Fowler,Catherine Hernandez,Too hear series police. Urgent action required!
50.72,2023-01-03 17:26:34,0.8638760779315631,Lowest,Jessica Alvarez,Karen Graham,Yard number office beyond federal international institution. Urgent action required!
302.63,2023-01-02 15:41:50,0.029685172289470207,Low,Douglas Williams,Nancy Jackson,Thank you for your recent transaction. Your account balance is updated.
1034.7,2023-01-02 12:07:36,0.8887942431960764,Lowest,George Yang,Sarah Calderon,Bed candidate economy music. Urgent action required!
4808.16,2023-01-01 12:32:21,0.8411494584590625,Lowest,Trevor Ortega,Megan Kramer,Try decade also development. Urgent action required!
2574.46,2023-01-02 11:55:29,0.7614490771467949,Moderate,Victor Garza,Tyler Hughes,Direction country fast radio enter. Urgent action required!
998.18,2023-01-07 14:45:30,0.08748020004275525,Low,Jose Wagner,Lynn Sandoval,Thank you for your recent transaction. Your account balance is updated.
3841.69,2023-01-01 15:57:57,0.8296955652387791,Lowest,Adam Ward,Wanda Young,Focus strong town yet task ago once. Urgent action required!
121.81,2023-01-01 08:40:09,0.32814837621450677,Low,William Elliott,Jorge Brennan,Thank you for your recent transaction. Your account balance is updated.
410.45,2023-01-03 17:03:19,0.44459542922254625,Low,Kent Kane,Bradley Delgado,Thank you for your recent transaction. Your account balance is updated.
1525.13,2023-01-01 14:32:30,0.9664145052470048,Highest,Jeffrey Murphy,Sean Williamson,About recent team avoid method gas. Urgent action required!
3318.5,2023-01-06 13:44:46,0.7321681708741882,Moderate,Brian Ruiz,Curtis Hunter,Several reach student research. Urgent action required!
881.98,2023-01-04 15:23:30,0.9590070106867751,Highest,Brian Ford,Renee Oliver,Imagine contain student her common. Urgent action required!
1129.35,2023-01-06 14:18:23,0.6977770959809886,Moderate,Ashley Copeland,Kristen Le,Generation million born do move article main. Urgent action required!
3084.32,2023-01-05 16:21:53,0.6127582408421135,Moderate,Zachary Williams,Kendra Knight,Low lose decide rate theory worker both. Urgent action required!
1787.32,2023-01-04 11:25:14,0.6506117041312974,Moderate,Amber Johnson,Justin Davis,Include despite positive return soldier professional. Urgent action required!
112.95,2023-01-04 16:40:27,0.39704729986039455,Low,Jennifer Howard,James Allen,Thank you for your recent transaction. Your account balance is updated.
703.39,2023-01-01 14:56:10,0.22305830696294204,Low,Janet Richardson,Amber Edwards,Thank you for your recent transaction. Your account balance is updated.
85.64,2023-01-05 09:16:50,0.3587949616387115,Low,Shannon Taylor,Alicia Sawyer,Thank you for your recent transaction. Your account balance is updated.
355.03,2023-01-02 16:50:10,0.419403416351965,Low,Dustin Watkins,Margaret Gomez,Thank you for your recent transaction. Your account balance is updated.
338.17,2023-01-02 12:49:29,0.17866320533120383,Low,Daniel Miller,James Blevins,Thank you for your recent transaction. Your account balance is updated.
20.26,2023-01-06 16:47:16,0.25250807378412365,Low,Megan Koch,Andrew Moore,Thank you for your recent transaction. Your account balance is updated.
3681.24,2023-01-04 08:13:15,0.9940186918143893,Highest,Michael Chang,Erika Johnson,Specific natural audience reveal way world system. Urgent action required!
3528.99,2023-01-01 09:44:32,0.7547420952005399,Moderate,Lance Sullivan,Hannah Patel,Business word night involve. Urgent action required!
716.87,2023-01-05 12:06:11,0.3887201411961959,Low,Kristopher Porter,Alan Campbell,Thank you for your recent transaction. Your account balance is updated.
3446.18,2023-01-05 10:44:15,0.9169438921695093,Highest,Andrew Gilbert,Susan Moore,Natural rule sometimes model west crime. Urgent action required!
3279.01,2023-01-02 14:45:41,0.5572212337096225,Moderate,Robert Allen,Bonnie Jones,Leg onto place look prove require. Urgent action required!
920.14,2023-01-04 08:35:21,0.6236482401045308,Moderate,Mary Thompson,Julia Patton,Effect national office several only Mr. Urgent action required!
385.04,2023-01-07 13:13:27,0.02417524528093362,Low,Phillip Smith,Patrick Hays,Thank you for your recent transaction. Your account balance is updated.
1779.17,2023-01-07 17:32:15,0.5243060279927505,Moderate,Kimberly Foster,Denise Brooks,Run fall can table discover down drive commercial. Urgent action required!
837.93,2023-01-01 09:19:35,0.21152309779327405,Low,Mark Medina,Juan Davis,Thank you for your recent transaction. Your account balance is updated.
4344.8,2023-01-07 18:51:01,0.8698595487071684,Lowest,Shelly Pugh,Mark Larsen,Effort that process study. Urgent action required!
4792.71,2023-01-01 14:41:06,0.848407798813456,Lowest,Tyrone Sawyer,Eugene Wagner,Quickly without top plant. Urgent action required!
911.6,2023-01-04 10:42:57,0.21203106037792774,Low,Emily Smith,Charles Cooper,Thank you for your recent transaction. Your account balance is updated.
100.19,2023-01-04 13:59:41,0.1659802473044284,Low,Jacqueline Solis,Gregory Hahn,Thank you for your recent transaction. Your account balance is updated.
976.71,2023-01-06 10:37:50,0.9082493614081195,Highest,Zachary Roberts,Jocelyn Rivera,Option a maintain mouth. Urgent action required!
2280.81,2023-01-02 09:38:36,0.5162774709389732,Moderate,Alexandra Evans,Robert Allen,Through himself operation likely tough. Urgent action required!
378.24,2023-01-03 12:58:26,0.14903992199541038,Low,Gabriela Garcia,Anthony Sherman,Thank you for your recent transaction. Your account balance is updated.
866.48,2023-01-03 13:14:05,0.005416298342469705,Low,Teresa Smith,Chad Gardner,Thank you for your recent transaction. Your account balance is updated.
882.55,2023-01-07 08:10:48,0.3967683209719184,Low,Jessica Johnson,Oscar Barajas,Thank you for your recent transaction. Your account balance is updated.
1439.17,2023-01-04 13:15:01,0.9802647501025478,Highest,Douglas Garcia,Joseph Schroeder,Politics people participant long anyone develop figure type. Urgent action required!
247.73,2023-01-01 15:19:29,0.28625697235979175,Low,Eric Petersen,Jeremiah Riddle,Thank you for your recent transaction. Your account balance is updated.
3274.72,2023-01-05 14:18:56,0.8628770239625547,Lowest,Jessica Goodman,Diana Hanna,Cut beyond spend them single by pattern. Urgent action required!
683.76,2023-01-05 09:49:34,0.16731207586085428,Low,Tammy Powers,Charles Vaughn,Thank you for your recent transaction. Your account balance is updated.
939.34,2023-01-05 14:25:22,0.19874768752585303,Low,Denise Bates,James Young,Thank you for your recent transaction. Your account balance is updated.
3356.96,2023-01-02 09:59:37,0.869705094398634,Lowest,Mary Gray,Matthew Thomas,Bed life contain board eye baby establish program. Urgent action required!
3364.52,2023-01-02 08:35:16,0.6328638868457098,Moderate,Elizabeth Swanson,Mary Johnson,Response first deal wind man. Urgent action required!
4229.73,2023-01-01 10:00:12,0.6503027023273146,Moderate,Leah Saunders,James Cherry,Enjoy name section same already stuff. Urgent action required!
2827.78,2023-01-04 10:14:52,0.6910573641234218,Moderate,Amanda Wiggins,Benjamin Miller,Whose know low large style. Urgent action required!
2113.11,2023-01-06 16:00:12,0.5441292294041848,Moderate,Dana Austin,Melissa Hunter,Carry wide stay quickly keep gun international. Urgent action required!
387.66,2023-01-04 14:37:56,0.3368253676457029,Low,Gabrielle Dickson,Kimberly Mathews,Thank you for your recent transaction. Your account balance is updated.
355.64,2023-01-05 12:18:51,0.2701280945133483,Low,Michael Delgado,Robert Coleman,Thank you for your recent transaction. Your account balance is updated.
4211.61,2023-01-03 15:30:11,0.6522725543940241,Moderate,Antonio Clark,Ralph Guerra,Tax develop report. Urgent action required!
3421.69,2023-01-03 09:23:44,0.5127805294276744,Moderate,Brian Mendez,Courtney Martin,Month dark crime record. Urgent action required!
4864.11,2023-01-02 16:41:46,0.6019461625727632,Moderate,Brittany Porter,Ashley Williamson,Wonder cover while. Urgent action required!
1283.0,2023-01-02 12:08:45,0.9160299601857504,Highest,Dustin Osborn,Spencer Hernandez,Ball large right receive energy season. Urgent action required!
228.64,2023-01-04 10:27:05,0.2657944734888392,Low,Jeffrey Davis,Carrie Martinez,Thank you for your recent transaction. Your account balance is updated.
451.19,2023-01-06 09:37:13,0.33790044175856637,Low,Mark White,Michael Kelly,Thank you for your recent transaction. Your account balance is updated.
29.62,2023-01-06 18:35:45,0.29142878786461157,Low,Teresa Vasquez,Kevin Allen,Thank you for your recent transaction. Your account balance is updated.
40.89,2023-01-03 15:17:51,0.1468428728149952,Low,Timothy Lee,Nicholas Williams,Thank you for your recent transaction. Your account balance is updated.
967.82,2023-01-04 12:36:39,0.7318877638587253,Moderate,Dustin Powers,Phillip Hendrix,Source protect cultural rise study suddenly teacher. Urgent action required!
132.44,2023-01-07 16:57:07,0.28567518825868676,Low,Manuel Rivera,Marcus Wells,Thank you for your recent transaction. Your account balance is updated.
837.01,2023-01-03 12:02:14,0.24140147010728297,Low,Edward Jones,Colleen Brown,Thank you for your recent transaction. Your account balance is updated.
2752.03,2023-01-01 12:29:43,0.9786162131242211,Highest,Jose Gonzalez,Jeffrey Williams,Matter film threat wide alone. Urgent action required!
773.27,2023-01-01 08:34:00,0.028152823620054668,Low,Jacqueline Chan,Janet Moore,Thank you for your recent transaction. Your account balance is updated.
779.77,2023-01-04 17:35:04,0.23874501033791629,Low,Travis Hernandez,Lisa Mason,Thank you for your recent transaction. Your account balance is updated.
69.34,2023-01-04 09:45:41,0.3533433963625954,Low,Levi Smith,Derek Saunders,Thank you for your recent transaction. Your account balance is updated.
1359.22,2023-01-02 11:49:27,0.8350854938168207,Lowest,Martin Rodriguez,Anthony Salazar,Move member suffer player ball. Urgent action required!
666.19,2023-01-03 12:09:37,0.3566073780035326,Low,Emily Perez,Donald Gray,Thank you for your recent transaction. Your account balance is updated.
2645.91,2023-01-03 08:06:08,0.7597573781680654,Moderate,Katherine Rice,Travis Booth,Already decide five national record east. Urgent action required!
666.07,2023-01-04 13:29:30,0.021412395604825885,Low,Gina Martinez,Tom Cook,Thank you for your recent transaction. Your account balance is updated.
3273.71,2023-01-04 13:58:42,0.6281711459525472,Moderate,Lisa Rodriguez,Michael Nichols,Government close with animal impact stock challenge. Urgent action required!
396.03,2023-01-04 15:41:55,0.41872592924189245,Low,Victoria Frank,Kristy Miller,Thank you for your recent transaction. Your account balance is updated.
864.06,2023-01-04 11:12:55,0.24629836708552344,Low,Miranda Mendoza,Elizabeth Craig,Thank you for your recent transaction. Your account balance is updated.
388.91,2023-01-03 09:19:26,0.01749630162549587,Low,Bryan Campos,Allison Perez,Thank you for your recent transaction. Your account balance is updated.
993.5,2023-01-05 08:29:19,0.45956730888754826,Low,Patrick Valenzuela,Cody Price,Thank you for your recent transaction. Your account balance is updated.
4536.82,2023-01-06 10:12:18,0.7658082846087595,Moderate,Monica Jackson,Kristina Fletcher,Gas language she base another. Urgent action required!
2144.33,2023-01-03 10:39:05,0.6657895610320113,Moderate,Brian Thomas,Lori Young,Key east exactly party owner music commercial. Urgent action required!
2748.89,2023-01-06 16:54:21,0.6958005615441982,Moderate,Jason Cherry,Raven Dixon,Shoulder cause identify oil different this. Urgent action required!
628.3,2023-01-05 17:05:59,0.014803303963580094,Low,Maureen Frazier,Pamela Sanchez,Thank you for your recent transaction. Your account balance is updated.
4840.01,2023-01-04 13:32:56,0.9591645373979879,Highest,Jordan Thompson,Derek Gentry,Leg value street. Urgent action required!
1449.52,2023-01-04 11:50:20,0.6991480641510168,Moderate,Cameron Johnson,Karen Lynch,Treat make significant type itself guess everyone. Urgent action required!
28.22,2023-01-05 13:35:33,0.20715449829126786,Low,Logan Obrien,Brandon Crawford,Thank you for your recent transaction. Your account balance is updated.
346.87,2023-01-02 15:18:06,0.9722265979714558,Highest,Sheri Wallace,Shannon Webb,Whatever partner recognize institution writer throw. Urgent action required!
2435.13,2023-01-07 17:48:20,0.5103965552062344,Moderate,Erik Robbins,John Delacruz,Under score make three. Urgent action required!
4216.96,2023-01-04 15:16:17,0.9005405797458631,Highest,Carl Heath,Catherine Jennings,Actually serve campaign design security loss human. Urgent action required!
1696.82,2023-01-06 09:58:48,0.8000489168284239,Lowest,Cheryl Chambers,Robert Thomas,Former public never. Urgent action required!
484.66,2023-01-04 17:03:14,0.014716334007391918,Low,Shirley Smith,Casey Newman,Thank you for your recent transaction. Your account balance is updated.
868.37,2023-01-02 13:51:05,0.4807108116222616,Low,Annette Patterson,Heather Smith,Thank you for your recent transaction. Your account balance is updated.
4119.48,2023-01-04 09:36:02,0.5520089097144623,Moderate,Corey Krause,Rodney Carter,Loss across speak history tonight without million may. Urgent action required!
929.87,2023-01-07 17:26:23,0.39817475208995623,Low,Eric Flores,Amanda Duncan,Thank you for your recent transaction. Your account balance is updated.
3543.89,2023-01-03 11:42:39,0.5270291636874834,Moderate,Matthew Reynolds,Xavier Johnson,Show garden offer appear business carry return. Urgent action required!
678.04,2023-01-03 09:59:54,0.3297030369681381,Low,Stephen Coleman,William Hancock,Thank you for your recent transaction. Your account balance is updated.
895.33,2023-01-03 16:50:17,0.3456267130240487,Low,Michelle White,Catherine Morgan,Thank you for your recent transaction. Your account balance is updated.
1465.39,2023-01-06 19:27:04,0.8188605161971175,Lowest,Dean Stevenson,Alexis Brown,No reason level bring simply book. Urgent action required!
772.71,2023-01-05 13:28:41,0.043263173628787954,Low,Stacy Mcguire,Ashley Jones,Thank you for your recent transaction. Your account balance is updated.
580.55,2023-01-01 15:29:49,0.4598452123314758,Low,Amber Robertson,Tiffany Johnson,Thank you for your recent transaction. Your account balance is updated.
32.11,2023-01-02 17:43:20,0.1706583713411366,Low,Joseph Delacruz,Kevin Valdez,Thank you for your recent transaction. Your account balance is updated.
763.98,2023-01-03 16:14:32,0.16446427740024072,Low,Marilyn Martin,Timothy Lopez,Thank you for your recent transaction. Your account balance is updated.
451.13,2023-01-05 17:20:11,0.8778401809234372,Lowest,William Morales,Jacqueline Schultz,People artist walk pretty. Urgent action required!
667.91,2023-01-01 09:09:21,0.14880830319107918,Low,Nichole Cox,James Murphy,Thank you for your recent transaction. Your account balance is updated.
482.43,2023-01-04 12:49:50,0.49162273061164863,Low,Ian Roberts,Richard Johnson,Thank you for your recent transaction. Your account balance is updated.
3595.74,2023-01-03 17:29:11,0.9896824949300881,Highest,Jose Decker,Michelle Terry,Few common Mrs no become. Urgent action required!
49.4,2023-01-01 12:00:14,0.05547069513939629,Low,Barbara Hall,David Smith,Thank you for your recent transaction. Your account balance is updated.
883.54,2023-01-04 15:47:11,0.06907433752097236,Low,Courtney Mendoza,Robert Estrada,Thank you for your recent transaction. Your account balance is updated.
2940.59,2023-01-05 14:14:24,0.5479346898991778,Moderate,William Martin,Richard Morales,Call four treatment civil second thank occur. Urgent action required!
649.46,2023-01-04 09:39:38,0.009352635104255325,Low,Christopher Stevenson,James Dillon,Thank you for your recent transaction. Your account balance is updated.
1058.68,2023-01-03 13:57:15,0.8268660395555509,Lowest,Chad Bailey,Antonio Horn,Discover point down nature fill charge. Urgent action required!
2820.74,2023-01-05 12:50:49,0.8851274032904455,Lowest,Amanda Miller,Sarah Rodriguez,Fall right major national study family. Urgent action required!
458.21,2023-01-05 15:17:21,0.374101567431258,Low,Joy Evans,Courtney Ibarra,Thank you for your recent transaction. Your account balance is updated.
448.73,2023-01-04 15:02:28,0.14964715887894242,Low,Matthew Lopez,Caleb Garcia,Thank you for your recent transaction. Your account balance is updated.
357.39,2023-01-04 15:41:52,0.36170490554399093,Low,Courtney Carpenter,Joshua Chavez,Thank you for your recent transaction. Your account balance is updated.
306.28,2023-01-01 09:00:21,0.08800871221850226,Low,Mario Carr,Bradley Shannon,Thank you for your recent transaction. Your account balance is updated.
3297.53,2023-01-05 17:38:06,0.9723177239412414,Highest,Shannon Williams,Alexa Davis,Commercial economic huge practice close culture American. Urgent action required!
2466.4,2023-01-05 10:12:26,0.6180183384861815,Moderate,William Jones,John Santiago,Center television town still. Urgent action required!
632.89,2023-01-06 12:36:01,0.07987067399629988,Low,Katherine Johnson,Bobby Hutchinson,Thank you for your recent transaction. Your account balance is updated.
185.4,2023-01-04 09:41:42,0.8708973191206802,Lowest,Jacqueline Smith,Tiffany Terry,Live world every ability. Urgent action required!
703.07,2023-01-04 09:30:42,0.14823246308495186,Low,Ashley Hutchinson,Ronald Nelson,Thank you for your recent transaction. Your account balance is updated.
244.15,2023-01-04 17:04:01,0.12522590120320665,Low,Latasha Ellis,Angela Mckee,Thank you for your recent transaction. Your account balance is updated.
4995.85,2023-01-03 11:32:17,0.8152928705558762,Lowest,Michelle Lopez,Karen Burton,Return pretty loss put face. Urgent action required!
511.48,2023-01-02 13:39:02,0.2108385428363505,Low,Edward Mcdonald,Karen Lambert,Thank you for your recent transaction. Your account balance is updated.
4887.74,2023-01-03 14:06:28,0.8767015557252138,Lowest,Travis Fuentes,Jose Long,Compare doctor democratic. Urgent action required!
